Date,high,low,close,daily_return
2020-05-04,175.35915703976758,170.2649275344429,175.20240783691406,0.02446002687920923
2020-05-05,179.91456042443195,176.2408352732517,177.08334350585938,0.010735786637682265
2020-05-06,180.45340319195483,177.9356842882275,178.82716369628906,0.009847454627329055
2020-05-07,180.7963053680124,178.86637344504348,179.86563110351562,0.005807101034103868
2020-05-08,181.2371434699684,179.63050128255017,180.92364501953125,0.005882246149664372
2020-05-11,183.69606949661383,179.13086455465253,182.94174194335938,0.011154412258332913
2020-05-12,183.2356190802995,178.5920397592631,178.79776000976562,-0.022651921259592922
2020-05-13,180.3064283745037,172.94917211020095,176.09388732910156,-0.015122519882331709
2020-05-14,177.01481197088398,172.10670457893247,176.85806274414062,0.004339590809366856
2020-05-15,183.25520804141115,173.39983025055705,179.43453979492188,0.014568049716277898
2020-05-18,182.41271127577605,180.21828217491424,181.14895629882812,0.009554551235596342
2020-05-19,182.80461171879685,179.75786769186925,179.89501953125,-0.006922130787823
2020-05-20,182.5769150089003,180.70054931166487,182.3902587890625,0.013870529958607491
2020-05-21,183.3824682135077,180.06199012884576,180.19952392578125,-0.012011249272993685
2020-05-22,181.21141842404504,179.32521900970443,180.27813720703125,0.0004362568753644158
2020-05-26,183.215451958305,177.9105601496376,178.37228393554688,-0.010571738209695924
2020-05-27,178.78490048081028,173.48982671091514,178.60806274414062,0.0013218354521880027
2020-05-28,180.90684499440954,177.20325096382626,178.2052764892578,-0.002255140382211085
2020-05-29,181.02474561465795,177.23272514274143,180.022705078125,0.01019851165280583
2020-06-01,179.77711168310128,178.26423985254212,179.610107421875,-0.002291920100139233
2020-06-02,181.7418842735039,178.1561720122398,181.65347290039062,0.011376673105128132
2020-06-03,182.66532241438276,180.34688492525854,182.0955352783203,0.0024335476270915812
2020-06-04,182.5671051963345,179.08945593137938,179.6985321044922,-0.013163437369095643
2020-06-05,184.42380194964628,178.80453813306517,183.90313720703125,0.02339810488877081
2020-06-08,185.2293961233431,181.19177788520915,185.04273986816406,0.006196754870200438
2020-06-09,187.34149539253954,183.9620763477561,186.4573516845703,0.007644784212631706
2020-06-10,195.0237725538487,187.64602519898622,193.37335205078125,0.0370915938885088
2020-06-11,192.31237484600712,182.79304250228145,182.98951721191406,-0.05369837533839883
2020-06-12,188.34351075797335,181.91868203955624,184.43360900878906,0.007891664062934511
2020-06-15,187.45941381295995,180.76933435689813,185.61251831054688,0.006392052446914098
2020-06-16,192.1355606187291,188.08812445871186,190.1609649658203,0.02450506408012565
2020-06-17,192.86252276647502,190.27883614430775,190.81915283203125,0.0034612143787198235
2020-06-18,193.02955310143253,190.58339994285728,192.862548828125,0.010708547678609959
2020-06-19,195.7802230861006,190.9468728349601,191.713134765625,-0.005959757710784608
2020-06-22,197.2243151785756,191.79170782637703,197.0376739501953,0.02777347097829108
2020-06-23,200.35814629175266,197.88252289272066,198.3540802001953,0.006680987567548868
2020-06-24,199.67048463546962,193.09830244758248,194.3557586669922,-0.02015749577305237
2020-06-25,197.07698619126552,192.02750916791223,196.81173706054688,0.012636509514301286
2020-06-26,196.36964579488793,191.4478845774898,192.87234497070312,-0.020016042481408758
2020-06-29,195.03360180346402,190.14131091704968,194.9451904296875,0.010747240405560632
2020-06-30,200.80021326987924,194.25751693086215,199.92588806152344,0.02554922037757268
2020-07-01,202.7158903434954,198.216548829101,201.09494018554688,0.00584742744103095
2020-07-02,204.35645471545374,201.38963732448155,202.62744140625,0.007620784587066831
2020-07-06,207.4116926702094,204.42522318007642,206.9892578125,0.021526286745658263
2020-07-07,210.88932959586023,204.3269818569271,204.5823974609375,-0.011627948121552989
2020-07-08,209.50417647245504,205.0146686003032,209.08175659179688,0.021992894729462087
2020-07-09,212.56925034683772,207.74571871682377,210.5455322265625,0.007000972531637117
2020-07-10,210.30975008055987,207.36258432549047,209.90696716308594,-0.0030329072135779622
2020-07-13,211.99946618812837,202.86324906746526,203.4232177734375,-0.03088868119661281
2020-07-14,205.17184305090962,198.47194632389147,204.68064880371094,0.006181354537778905
2020-07-15,207.60818071904325,201.41912965782444,204.37611389160156,-0.0014878539514570077
2020-07-16,202.07730937039972,198.7470129893073,200.3286590576172,-0.019803952413593118
2020-07-17,201.4289240075718,197.8432121109807,199.30697631835938,-0.005100032836359958
2020-07-20,208.56108203954642,199.43468445860444,207.8734130859375,0.04298111850281994
2020-07-21,210.1722073361902,204.36628744810997,205.0736083984375,-0.013468796446530318
2020-07-22,208.5610991894183,204.7199562318962,208.02078247070312,0.014371298653601317
2020-07-23,207.2053977936639,198.5898457374201,198.9729766845703,-0.0434947204729752
2020-07-24,199.28734554533136,194.03156070941952,197.75482177734375,-0.006122212812635808
