Date,high,low,close
1987-01-02,0.10639611696097827,0.10366818383197436,0.10421377420425415
1987-01-05,0.11130635820331572,0.10366816028938307,0.1102151870727539
1987-01-06,0.11239754328613234,0.10966961043800337,0.11185195297002792
1987-01-07,0.1178540512919426,0.11185197588117468,0.1178540512919426
1987-01-08,0.12276499035658885,0.11839966624736213,0.12167318165302277
1987-01-09,0.12712962851192078,0.12112755369882941,0.1265840381383896
1987-01-12,0.13585964262741054,0.12549288110558962,0.13476847112178802
1987-01-13,0.13367737427586907,0.12876646753938664,0.13094881176948547
1987-01-14,0.13149439314390826,0.12822087679876001,0.13094881176948547
1987-01-15,0.14131545704693035,0.1309487073666137,0.13804194331169128
1987-01-16,0.13804197627245698,0.13203991013932476,0.13476847112178802
1987-01-19,0.1396787464618683,0.13203991793613845,0.1396787464618683
1987-01-20,0.1451352384182546,0.13913316229277325,0.14186109602451324
1987-01-21,0.15168230051284406,0.13913319199191435,0.14786319434642792
1987-01-22,0.16314082339811675,0.14349848819766628,0.1625952422618866
1987-01-23,0.1691422596689165,0.147317573428154,0.147317573428154
1987-01-26,0.15168226124350911,0.1434984791525076,0.1500454992055893
1987-01-27,0.1582299013961876,0.15004549215445404,0.15604756772518158
1987-01-28,0.1587755169965543,0.15168226920173197,0.1565931737422943
1987-01-29,0.1582299088319354,0.14677199386214804,0.1500454992055893
1987-01-30,0.1598666016384907,0.1478630920326694,0.15959382057189941
1987-02-02,0.16259519634295164,0.15932105481624603,0.15932105481624603
1987-02-03,0.16095786025081427,0.1538652399913695,0.1565931737422943
1987-02-04,0.15768434602338033,0.15495642146530741,0.15713876485824585
1987-02-05,0.1582299013961876,0.15441081513037738,0.15604756772518158
1987-02-06,0.1568659670785474,0.14949992858837222,0.15031830966472626
1987-02-09,0.15004550347578155,0.1481359601987964,0.1489543318748474
1987-02-10,0.14949989318847656,0.14568079801347633,0.14949989318847656
1987-02-11,0.1565931737422943,0.15004550707793715,0.1565931737422943
1987-02-12,0.1683238687619561,0.1565931546870484,0.16750548779964447
1987-02-13,0.1696878151826457,0.1620496247908611,0.16586872935295105
1987-02-17,0.16750550761463,0.16204965886368475,0.16695992648601532
1987-02-18,0.16968785143703208,0.15604758324562948,0.1565931737422943
1987-02-19,0.1560475750583743,0.14840874653386868,0.1500454992055893
1987-02-20,0.1500455084324275,0.14622641238609663,0.14840875566005707
1987-02-23,0.1598666692900696,0.14513523039001716,0.157684326171875
1987-02-24,0.16586870811110055,0.15768428211971194,0.16532310843467712
1987-02-25,0.1683238910233022,0.1615034430878423,0.1625952422618866
